0	Great...rosie was sooo close to getting her long overdue 'rosie day' but now has to wait.....til another day...sadness
0	- grr you've changed. i don't like it. you haven't called me momo in a week
0	 grrrrr. why can't they just go away for like 2 days! haha. this is stupid. i have to pack for mexico, bye! =]
0	gud bye laptop!! damn!!my mom will confiscate my laptop on june 23!!( soo saadd!!
0	guess it's gonna be a lonely night for me.. Someone save me please!
0	guess who im missing
0	gutted i hope it comes soon !
0	guys are pricks. gonna have an early night and cry til i fall asleep. fuck you all.
0	h dont know who to go to teh movies with Sir. Lolz alot ^o^
1	 had a good night, love my best buds in the world!!! adamcheeeserosie
1	had a Really good night!!! Stoked for things to come!!!
1	had an ok day. it went by fast.
0	Had to buy a pair of wellies. Still in denial that it's gonna rain at Download.
0	had to buy corney ass capri"s ughhhhhhhhhhh now im hungry
0	had to cancel a great day I had ahead of me today.....
0	had yo come home early cos i ran out of money I WANT A FUCKING JOB AND THERE NONE OUT THERE FUCK FUCK FUCKITY FUCK FUCK
1	hah! that was awesome. just listened to you. pretty cool!  i love for crying out loud.
1	haha I really did and I'm about to call music unlimited tomorrow for  Simon..tryin to be like ROD ;)
0	6........tomorrow's  a new day...
1	63/100 for my MSC120 Assignment that was incomplete!!!! Relief
0	a baby fell flat on his face and started bawling because of me  forgot that he is wobbley!
0	 A doctor who performed late-term abortions in the US, was shot in his church http://twitzap.com/u/jiQ
0	 a kid at my school got an internship at a photography studio... im going to sleep, today was very stressful and depressing..
0	About to leave Newcastle ):
1	actually I might be crazy 'cause I love my job.
1	 actually quite happy toady. apart from the agony all over my body, and not being able to go outside :L done some revising so all's gd 
1	ah belhblehbleh the familys watching a moviee and yes imm beingg a computerr nerd :p and i wish jerkface would wake up onee daaayyyy!!!!
0	ah I can't stop crying I hate seein my dog having attacks
0	ah well im sure we'll be fine
0	ahhh I have no more tissues and I look like a blow fish from crying.....ahhh I'm stressed the fuck out
0	ahhh this sucks
0	ahhhhh this is the worst thing to ever happen to me
0	ahhhhhh supernatural S4E22 is finished!!!! I like to watch Season 5 now. make the season 5 already c'mon!!!
0	alex gaskarth is so amazing and to shop with him would be great. but nooo we have to go to the movies to go see stupid hannie montannie!
0	 All I want to do is watch an awesome new (to me) show, and the internet mocks me. Oh, it mocks me hard. Suck it, internet.   
0	all my bestfriends are leaving!
0	all my friends seem to be with kittens or eating ice cream. this monday is for the birds.
0	all my texts were deleted by landi :/ i miss certain ones a lotttt
0	all my work is completed and i'm passing everything. now all i have to stress over is exams. u.s. one tomorrow.  <33 4 days.
0	all that carpet cleaning for nothing... the carpets smell bad now at the old house. We have to call a carpet cleaner.
0	all the firends i make in the airport has to leave before i do...
0	all the messages i saved in my voicemail box are gone! Now i have nothing to listen to..
0	alllways raining in aberdeen here i come sunnnnshine
1	 alright back onto being bored. going to bed any time soon, have to get up early.
0	am I a loner?
0	Am racit...
0	Am wondering why 'friends' are telling me me to shut it - when actually i have barely said anything...
0	amy hit me cos i call her drink lady
0	and a shocker for those who left sytycd tonight. One run cut too short.
1	and hug@ladypn: "Is there a waiting line to get into Club Blip? ;) " ? http://blip.fm/~7d2a5
1	and I dunno why but with you I'd dance in a storm in my best dress.
0	AND maths exam tomorrow; just to make life even bettter....
0	and our second flight is canceled.
1	- Annnnnd 's website has LAUNCHED :: http://carlaynix.com :: Bookmark it & check back often. Itinerary 2 b added soon!
0	- another dbl shift tomorrow.. on Father's day  which means: minimal time with gpa. the illest man ever :[
0	 2pm, lunchtime is over and da boss is back in town...
0	3.2 PTR possibly this week. That makes me a sad panda. I spent 4k gold total to level my enchanting and I won't be able to farm titanium.
0	30stm playin at london tommorow & only london in england
0	4's reallyy??? #PakCricket
1	- 5 days to the musical  i'm gonna dance wow WOW wow it's gonna be something like High School Musical ihihih xoxo Petia
0	60 followers NOW!  .....yesterday 62
0	68 new results in 5 minutes; replies for  He'll never get a chance to reply.
0	- 8 DAYS TILL SCHOOL HOLIDAYS END
0	- a bit depressed after checking the local weather forecast - 9 out of the next 10 days are forecasted to be rainy. The tenth is cloudy.
1	a goodmorning back at cha
0	a lot of hacks is garena server but the games there are fun
1	a perfect weekend
1	a pony's clop-clopping down the hill (heard him long before i saw him). this would so not happen in Brooklyn barring a cop on horseback.
0	 adam ong, if ur reading this anywhere, i tried followin u back but twitter said ur page doesnt exist anymore?
1	adorei zoffitcha hj... dps ponho foto no tpic. GOODNIGHT TWITTERS =]
0	after next wednesday i wont be able to snuggle with lilly when i go to bed. she's the BEST dog ever.
0	 After turning my fan club into a religion, it lost two members.
0	again..cause india is definitely out.. ==
0	Ah well I'm having enough fun playing with 3.0 which I got LEGALLY. *Shakes his head at people who got it illegaly*
0	-- ahhh! No, no, no...I do not have time to be sick this week! Go awwwaaayy! Bah! 
1	aint i supposed to be happy ...
0	 alas, my feet hurt from the trek home (no pun intended >_>)
0	 Alexa isn't feeling well. Daddy went and picked her up from Gram's house, and I'm heading out to take her to the doctors. Poor baby.
1	 all done., time to finally start shuting down
0	all good things must come to an end.. bye bye Hamptons
0	All i can say is DAM IT TO HELL!!!!!!!!!!!!
0	all I have to say is sorry =\ && even though were still togther I feel so far apart...
1	 all smiles. im fairly hapy with what has happened yesterday, even though some other had to put a damper  on things *cough*
1	- all the snow is gone... that didn't take long...
0	all this time i thought my electric blanky was turned on TURNS out it wasnt FAIL
1	almost done wit the painting tired as crap. Sleep time."in love with u"- ziggy marley and erykah badu
0	almost done with my dark roast with double espresso....need more....zooooooooom #imjustsayin
0	-- almost wishing i didnt volunteer to teach VBS this yr. i do need a break
0	Alone and invisible
0	aloneeeeeeeee
1	 also made a masterful roast dinner, followed by apple crumble! .. Yum need gym this week though!
0	Alton towers with the school on Friday  although we need to leave at 5am
1	am 200 updates in Twitter #stats
1	am i too immature for a 16 year old? I just really like Ninja ponies..that have only 3 legs.
1	haha. Someone i don't even know made me laugh. ryan ross = win.
0	hair looks dorky. Oh well.
0	hand ball again by wynne.. Dc scores on penalty.. BS 3-3
1	Hanging out with Steven Mohler on Sunday! ah :]
0	hangover not good..
1	happy birthday to me and mom! Why am i always the first one up? So here i am falling off the bed cuz someone is a bed hog
1	happy face.
0	happy hour ended! Bummer in the summer. I guess I have to ride my bike back to carson.
1	happy that its sunny
1	happy to see him
1	happy with the way thing are goingg
1	 Happy, knowing my friends are still my friends.
1	happy. spending time with mum
0	harsh shisha
0	has got no phone fr cupla days so facebook me (inbox) gt no laptop only ifone wf no sim x
1	- Has Just Got Up &+ Is Listening To Good Charlotte
0	- has obvisously just lost the game yet again...
1	has something very special in mind <333
0	hate my life..hate coming home..
0	hates the fact that she has to work instead of going dress shopping with my cousin!!!
0	- hates waiting and equally hates job hunting!
0	have a headache...
1	Have a Nice Day!
1	have a nice day... cause i will!
0	Have sooo much to revbise I don't even get to go church. Boo to exams
0	have to get up a 3:00am tomorrow
0	have to take car to mechanic fml.  #talesfrmsurbs
1	havent updated in forever
0	havin a bad hair day ; an the weather is not helpin my mood at all !! ..
1	havin fun my friend?
0	- having a bad day !
0	 Having a terrible day, hope everyone else is doing better off than we are at the store.
0	having the biggest thought right now
0	having to get tooth pulled - on the bright side problem solved
0	- having to stay up and watch my sister throw up. she is so very hammered. and this is really not fun...  long night for me. hmmm.
0	he didn't answer and his voicemail box is full.  Dammit.
1	- Healthy Butcher, exclusive cheese, sexy bread, lovely beer, some super sparkly wine & Apple fucking Tango are all inside my belly 
1	Heard it on Pandora because that site is THAT cool http://bit.ly/C5Ja3
1	hee hee. your so weird. and i did NOT shiver.
0	Heroes is losing it's momentum ): come on writers pick it up!!!
1	 Hey Terri! The game isn't too expensive, but over time, you'll have made quite an investment...
1	hey...i'm back..if someone want to talk.. here i am.
0	hiccuuppsss
0	 his gone for a month in the middle of winter... first day and im lost already... 1 down, 29 to go.... hurry up
0	History Final Review..Still Not Done.
0	hm.. Can I be the nut?
1	hmm emotionless
0	hmph...text me...
1	Home finally.Making fettuccine and relaxing my sore feetsies!
1	Home sweet home (: finally back XD
1	homeish lol..hella fun day  .. Thanks leela thai  .. Thanks paul.. Thanks michelle mufid Cristina kittykat  .. Awkward moose ?
0	another year older
1	any comment on the latest star trek movie? is it nice?
1	 any day now, any way now. I Shall Be Released.
0	Anyone have any connections to getting SOLD OUT tix for Duran Duran at The Fillmore???!
1	AP IMPACT: Alternative medicine goes mainstream http://u.mavrev.com/8kn0
0	-- Apparently I have to wait til June 5  I want some of Paolo's Candy nooooooooow
0	apple counting the kama sutra as objectionable/abscene? http://bit.ly/bHJG8
0	apple counting the kama sutra as objectionable/obscene? http://bit.ly/bHJG8
0	Apple has delayed the release of OS3! http://bit.ly/2lwpll
1	Apple store... BBL ~
0	 are selena gomez & taylor lautner going out, that just ruined my day
1	Are you going to be taking photographs tonight??? :O
1	ARRRRRRGGGH!   I cant wait till next weeeeeeeeek!
0	 at david eddings dieing, a brilliant author and will miss his skilled penmanship
1	AT LAST!! Successful deployment complete.  Soo.....what do I do now?
0	At least one dead in shooting by militia at potesters in Azadi Sq in Tehran: http://tinyurl.com/nsvx6q #IranElection
0	at tegus x 2 days only
0	- at the apple store again today because Jonathan did not wake up early and now needs his phone.
0	at the clouds and the threat of rain in Savusavu!
0	at work until 4
1	At work.. having a postive attitude!!
0	Athens landmark Georgia Theater  on fire... http://bit.ly/EOL7s
0	 aw , he had to get off the phone *sigh* oh well. time to go masturbate now >_> Or call adam..idk. Goodnight.
0	aw my loopt didn't upload the pic. I wanted 2 show u guys the art.
1	awesome day! soooooooooooooo happy <3
1	 awesome! Man, I miss you. I woke up thinking about you....it looks like you've been in my dreams!
1	Awesome. <3 TEDDY! <3
1	aww dont make me blush!
0	aww i already did
0	aww I just saw a decapitated baby dear on the side of the road that made me sad.
0	awww i hope u can get it.
0	awww man. This suckd
1	Baby strampelt fast im Takt (New Soul - Yael Naim)
0	back from native...
1	 back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV 
0	back pain again!! calls for another therapy (annoyed) http://plurk.com/p/13c7l9
0	back to sch tmr
0	Back to school on Monday...Well I did get an iPod Touch. + See yah tomorrow then I guess
0	bad day already
0	bad headache
0	bad mood. work soon. 9 hour shift wtf. sometimes i wish i had an another job.
0	bad night bad times i hate the police and alcohol. and btw katie cw scores are added on they mean very little.
0	 bah, I'm getting a bit sick of people whining on the internet.
0	bandom has spoiled me rotten and now I'm feeling very emo. WHY SO FEW GOOD FRUITS BASKET FICS WHY.
0	 battery is low boooooooo in Palm Springs, CA http://loopt.us/2SljBw.t
1	hope you all are having a good day/night.............. :-D
0	hoping that the 3rd time is lucky and my Formal photos can up load on facebook without a crash.
0	How 2 get OCDer 2 eat more than 1-2 meals a day? We could take him off meds & watch him slowly fall apart again but he'd eat like a horse
0	how can someone hurt someone soo much ........aspecially to family!!!!
0	how horrible  R.I.P Georgia Theater
0	HOW is this possible? I demand a justification. No way can I stand a day of this at work tomorrow.
0	how much longer is this going to go on?
0	how much rain can we take?
0	http://bit.ly/t8sGF  I hope she starts taking care of herself <3
0	http://img207.imageshack.us/my.php?image=wpcl10670s.jpg her songs are so perfect.
0	http://tinyurl.com/llb9vf Poor boy was autistic & loved water. Wish I could say he died with what he loved. But drowning's awful.
0	hurt my foot whilst doin exercise.... I got cramp and now it hurts if it has too much pressure on it...
0	i actually do nat like my life at times like this  want to actually jst go and throw myself off a bridge.
1	 I AM BORED, and ew. My dog just killed an insect!
0	i am crying you all a river...
1	I am falling in love with Stockington - such a witty wise meow meow!! ^^
1	i am musical today!
0	I am not awake yet and I don't get to workout until this afternoon because I have to go to the Nashville airport.
0	 i am so sick of this. i have chest pains, stomach pains, sickness and im exhausted :'( y cant they make me better?
1	i am very happy today! and i don't why?
0	I ate too much. Now I can't sleep because I feel sick...and there are a lot of sirens.
1	i beat you video on youtube
0	- I can almost hear my wallet saying "I'm here, I'm here!"... but I can't find her!  
0	I can already tell that it's going to be one of *those* days...
0	I can find my eye shadow pursh!! :'(
0	I can't deal with this again...
0	- I can't find my name badge
0	i cant get kristen srewart to add me lol she prob  thinks im a stalker lol
0	I can't get my new picture to show up
0	i can't go. too much to do.
0	I can't hear a damn word that TBS is singing
0	I cant make it today
0	I Cant Stand Ma Brother He Got The New Jordans I Want... *tear*
0	I can't wait til my lil man is here...11 more weeks!
1	i can't wait to go home and watch danny phantom! While talking to stephen
1	I can't wait to go to Las Vegas! 20 more days! OMG!
1	I Cant wait to watch britians got talent !!!!!! I dont like holly :O
0	- i could have stayed...  - CELL
0	 I did not get to see Beth, Rachel or Ginny today.... I'll see them tomorrow.
0	i didnt get head boy. Oh well...x
0	 i didn't get to cook, instead had dogs... it was ok, i guess. kinda tired but not sleepy :-s btw i so <3 my new book lol
0	I dislike myself right now. Maybe A Letter To You will help a bit. Gonna lay down : /
0	AM meetings suck!!
0	am so upset but i wont tell you!
0	am suddenly v. v. sad and tired. :\ also - can anyone think of great hero anthems? counterpart to heroine's: http://snurl.com/kixxt
1	amazing people --->  #followfriday
1	An online number lets family and friends call you at local rates wherever you are in the world. Loving Skype http://is.gd/tsgM
0	And I have to get going #MCRchat
0	And so it begins again... I'll be at Subway if you need me. Sigh sigh sigh.
0	- Animal Crossing crashed on me after 50 minutes of work.  At least I still have my silver shovel.
0	another day of running!! ......Today is fresh to death Friday (everyday is fresh to death Friday 4 me) Ha Ha lol!!!!
0	Another eye infection. My left eye is contaminated I swear. I get eye infections every month haha.
0	another one... and ill expect more to come... way to go dy... aarrrrggghhhhh!
0	another Saturday without MO. Glad Rachel is coming over!
0	ants are evil!
1	- Anyone else on Dropshots? My id is katjrobertson  It's password protected tho, so u'll have 2 ask me. http://dropshots.com/katjrobertson
0	apparently going to rain. Please Don't rain. stay sunny. please  x
0	APPARENTLY YOU ONLY NEED LIKE 10 LINES ON THE LAST QUESTION! I DID A WHOLE PAGE! UGGGGGGGHHHH
0	arghhhhhhhhhhhhhhh
1	Arizona Real Estate Specialist - View ALL HOMES for sale in arizona on my website FREE http://www.nicholasmcconnell.com Coldwell Banker
0	as my old comp duied on me 2 weeks ago ... but not to fear i will find a way to post up music no matter what
1	- At a cabaret with my family; I love them!! .. In my comfort zone
0	at Atl's trance scene.
1	- at home eating mcdonalds cinnamelts && a oreo frosty.
0	at Katy Perry delaying her Birmingham gig for nearly 3 months.
0	At least today is ok.
1	- at my grandmas eating good.
0	at the doctors. -Ian
0	 at the hosp, waiting on my taxi. Been waitin over 30 mins now. Can't believe i'm crying :/
1	at the manila right now.
0	at when Pac got shot in vegas
0	at work... *tears*
0	aw damn somebody hit tiffany on nxt weeks episode or somethin?? Hellllllll no I'm def watchin nxt week lol
0	aw i hate my heart sooo soo much. but it's ok.
0	- aw, just missed Kim Possible...  
0	 awwe it's over. But for shuch a short storm we had it all, thunder, lightning, wind, a little bit of rain, & a  brief blackout. More!
0	Awww cmon moodswings..
0	babe i miss you! How was wet n' wild?
0	baby ethans leaving for the PI tomorrow.
0	baby. I'm so sorry your back hurts. Maybe when you come here i can oil you up and rub you down ;)
0	back freakin hurts.
1	back from shower.
0	back to college for me now havnt had any sleep very tierd! hope its nice and sunny 2day
1	back to hotel. time to start work
0	back to maths. i wish i could stab it. but at least i have another red bull
0	BB is on again soon..... ARGH!!
1	BBL ppl ~ have to go to school~
0	being grounded sucks
0	belllly ache.
0	bestee went to get pamperd wit out me (sike) she invited me but me not in the mood. i still <3 her tho!!!!
0	- Beth left  Man oh man. Wanted to go tanning today. But I dont think that im going to be able to. Makes me sad. Boo hoo.
1	Bethenny Frankel Starred In Hollywood Hills 90028 http://tinyurl.com/qytxx4
0	big giant fail on my part this morning.
0	bit disapponted with new DM album. Hope it's a grower.
0	 blah, my legs still hurt.. stupid steven. XD
0	blonde moment  thihi
0	 Blonde moment, apparently i booked the tickets for tomorrow not today. Hm...oh well till tomorrow.
0	Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji
0	body shop 2morrow. Side veiw mirror is still MIA. SMH at $400 price tag.
0	BOO. I always miss the good stuff!
0	boooo! My iPhone is dying!
0	- Bored , last day of Easter has been ok - feels a bit upset but i dont know why  Arggh  School tomorrra - tht has made me feel even worse
0	bored in work! Bleeehhh just had chilli for lunch
0	bored&&my foot is killing me. hopefully I can still go to sandhills this weekend!!making my RAMEN N00DLES so I can take my medicine. brb
0	bored..i've sat inside this house the past 2 days...sucky
1	bored..yo!
1	boring.. wait! i will comment on my friend in FS frst! ;
0	bout to leave NY bak to CT--damn I been comin out here err day this week! Lol smh jus makin quik stops handlin bizzz
1	bout to party in a tent
0	 Boys are stupid, clingy puppies who need to be kicked sometimes
1	' Brokeback Mountain'is so beautiful, and so amazing, and so freaking sad.
0	broken again -.-
0	broken bones suck
0	broken hearts will heal with time...
0	 Bron It's okay, next year
1	brooklyn bridge for the first time ever. yay life =D
0	brug says swine flu reached manila. Now the I don't have a reason for the JB to come here as refuge from h1n1!!! (
0	bummer. .. what happened to wednesday nights??
0	Bus only just arrived. was sposed to be here 25 mins ago. Cant wait till i can drive again so i dnt have to rely on busses.
1	 But caught Bullet Boys, Trixter (Pete was great), LA Guns AND Kix (who stole the show). Hung out backstage like a real rock and roller.
0	but i  love that show ...
0	 but idk, he like doesn't even want to be my friend,? Cause i'm trippin? Idk. It's his fault. And i can't handle it. Ughh. I Wanna Move!
0	but not with Karen anymore
0	But pretty good acting for 4 year old. I was impressed.
0	- but sticks and stones still break my bones
0	but why not?
0	but youre taking steps to change it!
0	bye baby. up next= one way ticket to hawaii. weird.
0	byee guysss
0	calculus exam
0	 I dnt knw, i feel lke i shuld try.
0	i dnt want it! Just revenge.
0	i don't feel good. I want some partyrings && starbucks
0	i dont fell happy right now
0	i dont know wer we went wrong
0	i don't know what to put.
0	i don't know why but i'm really sad and worried at the moment.
1	I DON'T KNOW WHY I CAN'T DM FROM MY PHONE. THIS SUCK.
0	i don't know why i'm sad and worried at the moment. i really don't know.
0	i don't like crying.
0	I don't think my dog is gonna make it past the night
0	i dont think yoru there... bummma
0	I don't wanna be at work right now. I'm sooo tired and a smidge hungover
0	I don't wanna be sick
0	i dont wanna do this im gunna cry
0	I don't wanna go to work.... Tired and I miss my papi
0	i don't want school anymoreee.
0	I dunno what to do now.
0	i failed my math final part #2     i hate calculus nowwww !
0	i feel bad .MewithoutYou.
0	i feel just like my car inside banged up and sad   maybe its meant for  me to get a new can i borrow some cash ..anyone? anyone?
0	I feel like a horrible human being. I didn't take the dog out when I was supposed too!
0	I feel like crap.
0	i feel like crawling into my bed under my covers listening to my ipod and having a cry session..
0	I feel like my ipod is gonna die on me today. (The apple of my eye-double pun)
0	i feel really alone.
0	i fell down the stairs again... i officially hate curvy staircases. they're nothing but bad news.
0	 i felt so sick today, had a sore throat and had to go to a doctors appointment.. i just wanna rest
1	I finally have updated from a computer. THANK YOU DAD
0	I forgot to bring my new Allegra D 12 hour to work today... so Singulair and I are flying solo today!
0	i forgot to tell you guys that I didnt make  the cheer team  gggrr!!
0	i got banned forever from cp mimo dosnt that suck?
0	i got ill and tomorrow iï¿½ve got birthday...
0	i got sunburnt 2day....In Blackpool :O lol my little boy had fun tho....chucking water on me lol
0	I GUESS I DONT HAVE A BOYFRIEND!!!!!!
0	I guess I wouldn't be a true Cleveland sports fan without years of collapse and disappointment
0	I guess i'll be home... while everyone is at BDay Bash having the time of their lives... with DRAKE! :'(
0	i guess it got you more time to work rofl
0	I hat3 seeing friends breakup.....im sorry frankus
0	I hate goodbyes.
0	i hate having to change driving instructor... new one has dented my confidence slightly...
0	I hate having to work weekend duty.
0	i hate him.
0	i hate it! he's mad at me again!
0	i hate lightening.
0	I hate not having anyone to talk to.
0	I hate pain
0	I hate summerschool! have fun at work even though you're getting off at 10? doooit! I'll visitt you my fobby friend!
0	i hate the cold weather.
0	BBC: Champion Nadal out of Wimbledon http://news.bbc.co.uk/sport2/hi/tennis/8085394.stm
1	Be careful... white at a BBQ is a high risk. But the dress is really awesome! http://lookbook.nu/look/154056
1	Beautiful day here on StT. Bout to head to Magens Bay- soak up some sun. Loove Saturdayss.
1	 Beboing, Twitteringinging, TVing!  dihd i say i luv twilight yet? Wel... I LUV TWILIGHT!
0	 because Boston (and fine ass Eddie House, #whocangetit, by the way) lost last nite. Boo Orlando! LA/Cle in the finals, baby!
0	 because I'm a safe person, my ego was a little damaged. After a lil reboot, I'll be back to my usual Harlem swagg!
0	becca told me i would start to feel better after food. Still stressing about this exam...more revision in a bit.
0	becomming a fan of bubble shirts...Haha they dont make me look as chubby
0	been a crappy day...
0	being a girl stinks. Grrrrrrrrrr
0	Being forced into bed. Guess I'll have to wait until moring here for Niley news (I'm in UK so  )
0	- big day of putting in a dock tomorrow.  60 degress outside, but the water will be much colder than that! 
0	bio. physics. math. health. filipino. english. elections. help me i'm drowning in school work.
0	blah blah blah... I'm perfect for you and you know it.
0	Blesh. No feedback. And no one in my house will tell me. Sheesh.
0	bluetooth still doesn't work on iphone 3.0. pile of knob sackage!
0	boo (but will I listen?)
0	boo for the first day of classes...summer classes! ughhhh has anyone ever had boob cramps? lol
0	 boo hoo- trying to open my email, it's not working, grrrr!
0	boo you suck...but thanks for one thing today and can't wait for the rest of the week...
0	bored and no one is talking anymore.
0	bored..... sad.... no one tweeting...
0	bored.wish I had somewhere 2 go.ha
0	BOREDD I WANT TO GO HOMMMMME.
0	Boring English Coursework.
0	BOSS marah coz i steal a few puff......
0	Boston and Atlanta both out...my vote goes to the Nuggets for NBA Champions! http://plurk.com/p/ug96m
1	- bouta' watch mall cop
0	brandon why do you work so much?
0	breaking into pieces...waited all that time 4 what N.A.S.
0	bringing my lovely back home. Sucks. Great day. I love her. Steven later.
0	 British weather is back i see! Oh well Birtney, london and ciaraaaa in 5 dayssss 
0	bryan wants on right now. if i can get on when hes done i will. TXT MEEEEEE!
0	but theres always tomorrow..
0	caffine headache now lol follow
1	' camp in confirming that he will be in San Diego this fall for the PRSSA Convention. haha.
0	can I tweet yet? My phone was jus buggin
1	- Can See clearly now the rain is gone.
0	can some one pleease tell me how to work out the total surface area of a square pyramid?
0	cannot hear the new song due to geographic location. i am geographically undesirable. and tune-less
0	Cant do this anymore
0	cant drive yet but that dont matter Im gonna learn bout cars and motorbikes.
0	can fuck I also have to read NIGHT!!
0	can I go and sit in my own little corner
0	can someone buy me adrink? Faaa real!!!!!
0	- can someone run with me to Newport ? Don't wanna take the ride myself
1	Can yah figure it outt?!
0	can`t believe i missed out on a day of swimming at nikki`s!
0	can't believe the jumpers are gone...i'm really depressed now.
0	cant do it!
0	can't ever find parking
0	cant fall back asleep.
0	can't get on the net on my phone
0	can't go swimming 2 day..mabey tomorrow..
0	cant leave because my dad is in the bathroom...
0	cant listen to www.ZIPFM.net on my mac
1	Can't see his copper green guys though.. http://tinyurl.com/ppc4cq
0	cant sleep .. wishin i was wit i love youu .. good nite twitters!!
0	cant sleep because my dumb arms itch so bad. FML i cant wait to go to the doctors
1	 Can't sleep... Must be the time change, right? <3
1	can't stop smiling after talking to him all day...  ...Why couldn't I have met him months ago?!?
1	Cant waiit! xxx.
1	can't wait 'til wednesday!!!! <3 CHAMPSSSS!!!!
0	cant wait till later!!!!!!!!!!! gonna sit here and play ps2 then prob watch the phillies then eat dinner then the best part of the day!
1	can't wait to get my share of her check today. Lol
1	cause i'm happy but disappointed my car is messing up.....my poor baby. now i'm hungry with no way to get food. What's in this house?????
0	 cavs lost, and I got this sinking feeling we are going to lose Lebron in 2010 also...why must my home city SUCK? Ah well, LETS GO BROWNS!
1	- change of screen name
0	charade is over.Sammy Sosa supposedly tested positive in 2003 for a performance enhancing drug. My childhood hero is officially disgraced
1	Charging phone
0	cheer me up;
0	cheese and pickle sandwich with too much pickle = urgh!!
1	chillin!!!!
1	Chinese for dinner and working on a cool website template. So proud of myself.
0	chop my hand off please! Advil isn't working
1	-- choppin it up w/  i love you
0	Cleveland Congrats Orlando
0	clouds are rolling in....
0	coco doesnt tweet anymore. viva la hole woman. dont let us down...again....
0	computer overheatedd. I think i smell burning laptop...
0	 computers not working , help help help
1	concert later tonight!
1	 cool. Ew, I bought The Things They Carried on amazon & it came like shit! >=/ I cost me $10 & its $14 new >=/
0	could not get to sync facebook and twitter
0	Could Not Sleep If My Life Depended On It ):
0	couldn't find anything I wanted at Fry's that was within my budget.
